rfi_number,project,trade,co_amount,current_score,applicability,actionability,root_cause_clarity,specific_action,summary,flag,question_text
RFI-1660,Southline Office,,9179.0,4,narrow,medium,clear,Ensure all ceiling gaps in food service areas are sealed to meet health department standards.,This RFI highlights the importance of sealing gaps in food service areas to comply with health regul,,"Referenced Documents: A2.01, A3.01 Question: Per email coordination attached between DPR/DES/NGA, there is a need to seal the gap in the ceiling above the pizza oven in the servery due to issues with the Health Department. Please confirm it's acceptable to bring the gypsum board in - leaving only a "
RFI-1183,Southline Office,structural,9068.0,2,narrow,low,unknown,Ensure detailed attachment methods are included in future shop drawings.,This RFI seeks clarification on a specific attachment detail for a housekeeping pad.,,"Reference: BLDG2 A2.01, S5.2, P2.01D, BMC Shop Drawing PL.2.L1.HK Please advise on details required for attaching the proposed housekeeping pad (refer to sheet PL.2.L1.HK) for EWH-1-6 to the slab in Janitor 112."
RFI-357,Silicon Valley Office,,9050.0,N/A,,,,,,,Ref: Attached email correspondence; The (4) existing columns in the wedge patio area at GL-B/4-7 have existing anchor bolts protruding out of column base plates. The designed top of slab on grade elevation will leave a portion of the existing anchor bolts exposed. Please confirm acceptable solution 
RFI-269,Silicon Valley Office,,9050.0,N/A,,,,,,,"Ref: Attached RFI-269 Markup Rev1 and Submittal #979 Mechanical and Plumbing Anchorage and Seismic Bracing; Mechanical equipment in OES Yard at AHU-3 Concrete Pad requires additional pipe and duct supports. GPLA, please provide rebar and concrete details for the concrete pier design required for mec"
RFI-211,Silicon Valley Office,,9050.0,N/A,,,,,,,"Ref: Attached RFI-211 OES Yard Equipment Pad and Grade Elevations Markup; Questions: 1) Langan, please confirm latest FS dimensions provided on 2/19/25 are intended design grade. Structural drawing PK2-S6.7.1 shows top of concrete pad to be 98'-0. Civil drawing PK2-C5.6 shows top of concrete pad to "
RFI-297,Silicon Valley Office,,9050.0,N/A,,,,,,,Ref: Attached DPRC CWX RFI-007; Question: Please confirm the reinforcing detail shown in the markup provided by GPLA is acceptable for construction.
RFI-115.1,CoreSite Data Center,electrical,8872.0,4,narrow,medium,partial,Ensure all architectural details include fixture types to avoid future omissions.,The RFI highlights the importance of including specific fixture types in architectural details to pr,,"Per RFI #115: Both the Electrical and Architectural contract drawings do not identify a light fixture at the Women’s restroom (Room 225) and the Men’s restroom (Room 226) light pocket. RFI-015 references Detail 8 on Architectural Drawing P3-A06-62; however, this detail does not indicate the type of "
RFI-1462,Southline Office,architectural,8751.0,N/A,,,,,,,"Reference: SLP1 - RFI 1462 - PSD Caulking Paint Color Confirmation Sheets A2.01, A2.02, A2.03, A2.04, A2.05 Background: Per submittal 3152, approved colors for fire and acoustical caulking were red and pale blue, respectively. Per conversations with DES/Dale, these caulkings are to match the adjacen"
RFI-144,Silicon Valley Office,,8474.0,N/A,,,,,,,Fire Sprinkler PAF Escutcheon - For Record
RFI-110,Intuitive Surgical MOB,architectural,8427.0,4,broad,high,clear,Implement a standardized checklist for design reviews that includes considerations for mechanical in,The costly relocation of an FCU due to inadequate design coordination highlights the need for improv,,"Reference: Mechanical 3rd Floor Plan/M2.03. & Floor Plan/A2.13 Question: The mechanical drawings indicate a FCU located in the GN RR 3023, which has a hard lit ceiling. To improve accessibility for overhead utilities, DPR & mechanical contractor are proposing to relocate this FCU to training/multi-p"
RFI-229,Silicon Valley Office,"structural, architectural",8284.0,N/A,,,,,,,Blocking Requirement for JM ENRGY Anchor at PV Panels Upper Roof
RFI-0702,Southline Office,,8220.0,N/A,,,,,,,"REF: BLDGSITE-C4.2, RFI 253 PSD Detail for Supply Pipe Penetration on RC17 footing Currently, there are three utility lines that lie under the CMU wall between B1 and PSD: the Sanitary Sewer, Storm Drain and Fire Water Line. RFI 253 addressed the Fire Water line conflict by proposing the concept of "
RFI-1845,Southline Office,architectural,8195.0,4,narrow,medium,partial,Establish a checklist for verifying paint specifications against submittals to avoid discrepancies.,Clarification of paint specifications is necessary to ensure design intent is met without causing re,,"Reference Documents: A10.00 A3.01, Submittal #4939 Per Drawing A10.00 front of house soffits are to be painted P-2. However, per comments in submittal 4939 DES/ MAWD state that the soffit North of the community center between GL 1-4 area should be painted P-1. Please confirm that P-1 is the right pa"
RFI-358,Silicon Valley Office,electrical,8000.0,N/A,,,,,,,Bunker Hill Exterior Light C Fixture Change to E Type at 3 Locations - For Record
RFI-219,Silicon Valley Office,,8000.0,N/A,,,,,,,"L1 Jewel Box ceiling height ( 220, 234, 235, 237)"
RFI-1226,Southline Office,architectural,7910.0,N/A,,,,,,,"Referenced Documents: A5.10, RFI 1213 B1 Parapet and Balcony Saddles. Question: As coordinated on B1 Exterior Parapet Conditions where the penthouse wall meets an adjacent exterior wall, please confirm it is acceptable to include a waterproofing saddle detail at B2 parapet conditions as shown in RFI"
RFI-1357,Southline Office,,7477.0,N/A,,,,,,,"REF: Site - Offsite Current Set C8.1, Site -Onsite Current Set C3.3 POST TO: Offsite Current Set C8.1, Onsite Current Set C3.3 Please review the attached file. Please confirm the following: 1) Please verify the clouded dimensions shown on SK-116A (attached) are flat dimensions and tied at ramp break"
RFI-14,Silicon Valley Office,structural,7387.0,N/A,,,,,,,"Ref: 56/PK2-A5.7.2 Question: 56/PK2-A5.7.2 calls out a steel post bolted to the side of each stringer of the ships ladder, but there is no corresponding structural detail. Please provide a response to the following questions: 1) Please confirm slope of the ladder. 56/A5.7.2 indicates a max slope of "
RFI-0878,Southline Office,concrete,7206.0,N/A,,,,,,,"Reference: SLP1 - RFI0878 - B1 Loading Dock Guardrail Post Install Embed Confirmations Post on: Sheet A4.20 Due to the guardrail embed sleeves not installed prior to slab pour, please confirm the following: Q1: Please confirm if bushing down concrete to make plate flush with concrete is acceptable. "
RFI-2048,Southline Office,"architectural, structural",7186.0,N/A,,,,,,,"Per Finish Plan A10.00, Trash Room 119 walls are to receive Diamond Plate and/or FPR up to 8' AFF. There is a structural glulam column at gridline 8 and D that sits inside of the Trash Room that has no protection. 1) Please advise if any additional protection is required for the exposed glulam colum"
RFI-1073,Southline Office,"structural, architectural",7065.0,4,category_specific,medium,partial,Review grout curing times and their impact on structural loading in future projects.,"The RFI highlights the importance of grout curing times in structural applications, which could affe",,"Attached Documents: S2.1, S7.1, 4172-04-2000-1 B2 CMU Block and Grout Product Data Question: Due to long curing duration for our currently approved grout in 4172-04-2000B2 CMU Block and Grout Product Data, please confirm it is acceptable to use High Strength Grout provided in attachments to be able "
RFI-100,Silicon Valley Office,,7000.0,N/A,,,,,,,Lobby Elevator Emergency Comm Cellular Device Product Data & Location
RFI-1689,Southline Office,architectural,6932.0,N/A,,,,,,,"Referenced Documents: A9.51 Question: Please confirm the details shown in markup are acceptable to include in the 18 ga. cylinder shroud: 1. Please confirm it is acceptable to include a 3/8"" vertical joint with a #8 peanut screw (painted to match) when attaching the panels together as shown n markup"
RFI-1306,Southline Office,architectural,6683.0,4,category_specific,medium,clear,Implement a checklist item to verify door dimensions against MEP coordination early in the design ph,The RFI reveals a coordination gap between architectural and MEP designs regarding door dimensions.,,"Reference: SLP1 - RFI 1306 - B1 Door 709F Dimension Confirmation Sheets A4.12, A9.20 Submittal 3938-08-1113 B1 - Doors Frames and Hardware_R1 Background: Door 709F is called out on the door schedule as an 8 foot door. DES’ architectural model was used to coordinate MEP around architectural elements."
RFI-1187,Southline Office,architectural,6683.0,4,category_specific,medium,partial,Ensure astragal specifications are included in future door designs to prevent water intrusion.,"The omission of astragals in the door design could lead to water intrusion issues, highlighting the ",,"Reference: SLP1 - RFI1187 - B1 Penthouse Double Doors Astragal Clarification Allegion Hardware Schedule: Hardware Group No.25 Sheet A2.07 Submittal 3938 B1 - Doors, Frames and Hardware_R1 Background: At the penthouse level, the exterior double doors did not get astragal's spec'd out. This leaves a s"
RFI-0236,Southline Office,,6656.0,N/A,,,,,,,"Reference: SK-05A, SK-05B, SK-05C & SK-05D 1. The setting dimensions of HSS Coiling door posts from grid T & U was not shown. With this, please see plan SK-05A and provide the setting dimensions of HSS post from grid T & U. 2. On elevation ref. 6/A8.50 (cut from plan SK-05A), please verify / confirm"
RFI-0236.2,Southline Office,structural,6656.0,N/A,,,,,,,"Reference: SLP1 - RFI-0236.2 - B1 Coiling Door Support Clarifications_R2 Q1: Please confirm that the chip and epoxy detail is acceptable as shown on sheet 2. Q2: Architect to confirm if loading dock starter wall is to terminate 2'-10"" from Gridline 20 in relation to roll up door location. Q3: Please"
RFI-5,Silicon Valley Office,,6587.0,N/A,,,,,,,Ref: Attached photos and markup titled RFI Issue #1629 Markup; Question: Please refer to the document under Files for this Issue. (Follow up to Issue #1629)
RFI-44,Silicon Valley Office,,6587.0,N/A,,,,,,,Light Fixture F16 F30 F30A Caternary Cable Mounting Detail
RFI-1485,Southline Office,,6565.0,4,category_specific,medium,partial,Consider standardizing the use of larger precast boxes for future valve installations to facilitate ,"The RFI suggests a design change to improve maintenance access for a backwater valve, highlighting t",,Reference Drawing: Onsite C4.2 RFI-0533 note 17 added a SS backwater valve enclosed within an F8 precast box. For future valve cleaning and maintenance B1017 box is recommended over the smaller F8 box. Please advise if we can substitute the F8 precast box with the recommended B1017 box. Note there i
RFI-63.1,Abbott Alameda Office TI,,6557.0,N/A,,,,,,,Reference: RFI 63.1 - Abbott Alameda 1420 HBP - Hallway 203 Door Removal Confirmation_R1 RFI 63 - Abbott Alameda 1420 HBP - Hallway 203 Door Removal Confirmation A2.2.2 RFI 63 response called for double door at Hallway 203 to be removed and infill with drywall to allow for the gyp soffit and ACT cei
RFI-68,Abbott Alameda Office TI,"architectural, structural",6407.0,N/A,,,,,,,"Reference: RFI 68 - Abbott Alameda 1420 HBP - Stair 2 Handrail Detail Modification Confirmation Details 3 and 1/A9.5.0 Handrail Cap Proposed Detail Per OAC coordination meeting, please confirm: Question 1: If the newly proposed detail for the guardrail is acceptable. Question 2: If continuous backin"
RFI-84,Silicon Valley Office,,6339.0,N/A,,,,,,,"Ref: A&B RFI-6 Attachment, Note 19/PK2-C6.2, 3/PK2-C10.4; Where the existing 15"" storm drain line connects to the new 4"" storm drain line, Note 19 of PK2-C6.2 calls for a 12""x12"" Christy V12 Box. The existing 15"" storm drain line will not fit into the V12 box. Please confirm the suggested answer is "
RFI-97,Silicon Valley Office,,6339.0,N/A,,,,,,,"Ref: A&B RFI-009 Catch Basin, 3/PK2-C10.5; Question: This RFI is similar to RFI-089 Site Work Catch Basin Filter Substitution. Detail 3/PK2-C10.5 calls for a 12"" NDS Catch Basin to be used at the locations marked in the attachment. The locations marked connect an (E) 18"" SD line and 12"" SD line. The"
RFI-54,Silicon Valley Office,civil_site,6339.0,N/A,,,,,,,"PK2-C6.6 -SDCO Replacement with 12"" NDS Catch Basin for AHU-3 Condensate Drain"
RFI-132,Silicon Valley Office,,6338.0,N/A,,,,,,,Stair 1 & 2 Exterior Door Entry Access Deletion
RFI-1313,Southline Office,,6259.0,N/A,,,,,,,PSD - Supply Fan at Transformer Room Mounting Details
RFI-1667,Southline Office,concrete,6244.0,N/A,,,,,,,"Reference: SLP1 - RFI 1667 - PSD Lip Between Elevator Slabs and Existing Garage Slabs Clarification SLP1 - RFI 1541 - PSD Existing Edge of Slab and Elevator Bent Plate Elevations Confirmation_R1 Background: Per RFI 1541, the elevator SOMD's were poured to the stair landing bent plate elevation. As a"
RFI-96,Abbott Alameda Office TI,"audio_visual, architectural",6114.0,4,category_specific,medium,partial,Implement a checklist item to verify low voltage requirements in architectural plans during the desi,The oversight of data cabling requirements in the copy/printer rooms serves as a reminder for better,,"Reference: RFI 96 - Abbott Alameda 1420 HBP - Phase 1B Copy/Printer Rooms Data Connection Confirmation Sheet E2.3 and E2.4 The (2) new copy/printer rooms that are being installed in Phase 1B do not show any data cabling being installed, see attached electrical drawings. The architectural power and s"
RFI-19.1,Abbott Alameda Office TI,,6081.0,N/A,,,,,,,"Reference: RFI - 19.1 - Abbott Alameda 1420 HBP - Mechoshade Pocket Detail Confirmation, RFI 19 - Abbott Alameda 1420 HBP - ACT Height at Exterior Windows, Sheet A2.2.2 The ACT height at the exterior windows will conflict with future serviceability of the mechoshades. Please confirm that the followi"
RFI-19,Abbott Alameda Office TI,architectural,6081.0,N/A,,,,,,,Reference Sheet A2.2.2 RCP calls for ACT height to be 8'10 and to match with mullion. Top of mullion currently sits at 9'. Please confirm that ACT is to align with top of mullion.
RFI-78,CoreSite Data Center,electrical,6062.0,N/A,,,,,,,"Contract documents do not clearly indicate the required infrastructure for the Security/CCTV systems. CEI has put together the attached markup for the assumed security infrastructure layout, including conduit sizes & routing and box sizes & locations. Please review and confirm if the proposed layout"
RFI-59,CoreSite Data Center,structural,6037.0,N/A,,,,,,,"DPR proposes utilization of a temporary 2.6 Preston Superdeck at level 2 OH coiling door on the North end of the building. Please reference the attached load/reactions for the 2.6 Preston Superdeck. Suggested answer PASE, please confirm if installation of a 2.6 Preston Superdeck is acceptable at lev"
RFI-128,Silicon Valley Office,,5971.0,N/A,,,,,,,Nanawall Drainage Detail Clarification
RFI-239,Silicon Valley Office,,5971.0,5,,high,,Conduct a thorough assessment of the existing slab and develop a detailed plan for repair to prevent,Existing concrete spalling due to improper cutting raises serious structural and safety concerns.,,"Ref: Attached RFI-239 DPR Markup; Similar conditions at East and West Atrium Concrete Slabs. 1980 As-Builts A3.1 show SOG extending 2'-9"" west of GL-A. Architectural edge of slab drawings A2.01 show face of slab 1'-1/2"" west of GL-A. Curtain wall shop drawings (Submittal #380) indicate front of CW s"
RFI-100,Intuitive Surgical MOB,architectural,5952.0,4,broad,high,clear,Implement a checklist for design reviews that includes verification of access panel locations for ME,The omission of access panel locations in the reflected ceiling plans resulted in a costly change or,,"Reference: Reflected Celling Plans - Floors 1-3/ A2.31-A2.35 Question: Access Panels are not indicated in the RCPs. Please provide the specific locations where access panels should be installed in the elevator lobby hard ceilings. A 24"" x 24"" access panel would be ideal, to allow access to the MEP u"
RFI-1382.1,Southline Office,,5933.0,4.5,category_specific,medium,partial,Ensure that connectivity options for irrigation systems are clearly defined in project specification,Clarification on irrigation controller connectivity options emphasizes the importance of clear speci,,"REF: Site - Onsite/Offsite Current Set: L3.00, RFI 1382 POST TO: Site - Onsite/Offsite Current Set: L3.00 Please reference the attached file. Per the response to RFI 1382, a Cloud module with wireless internet connection will not be required for each irrigation controller and instead use ethernet co"
RFI-1382,Southline Office,,5933.0,4.5,broad,medium,clear,Ensure all controllers include necessary modules for remote management in future specifications.,The omission of the Cloud module in irrigation controllers is a notable oversight that should be add,,REF: Onsite/Offsite Current Set: L3.00 POST TO: Onsite/Offsite Current Set: L3.00 Please review the attached file. The current specified Baseline 3200 Controller does not include a Cloud module on the controller. Without the module the long term maintenance team will not be able to manage the irriga
RFI-1278,Southline Office,electrical,5926.0,N/A,,,,,,,"Reference: B2 E1.00, Exterior Lighting Coordination Meeting Minutes, Tegan Product Data Per coordination with DES, HLB, Sprig, and DPR, please advise on the following: 1. Revised layout for E19 catenary light fixtures including heights and layout of points of attachment to B2 building face. 2. DES p"
RFI-0787,Southline Office,"architectural, structural",5747.0,N/A,,,,,,,"Ref: 10/A8.22, 2/A4.03 Per coordination with BT Mancini, at the L2 canopy there is only 5-3/8"" max from top of metal panel to top of tube steel. Metal panel is sloped and dimension reduces as you move towards the bldg. For this reason there is concerns decking and roof board plus insulation will not"
RFI-0851,Southline Office,electrical,5726.0,4,category_specific,medium,partial,Ensure vibration isolation requirements are reviewed and confirmed during the design phase for all s,"The RFI highlights the importance of confirming vibration isolation requirements for transformers, w",,"Ref: SLP1 - 0200-262213-1 B1 DRY TYPE TRANSFORMERS; Vibra Trol Neoprene Vibration Pad Cut Sheet; Email Correspondence with Sipan/PMA This is confirming RFI. Per comment from Salter on Dry Type Transformer submittal, additional external isolation pad are needed for all the 9 dry-type transformers (1T"
RFI-53,Intuitive Surgical MOB,architectural,5612.0,4,broad,high,clear,Implement a detailed review process for sound termination details in design documents.,The RFI regarding sound terminations led to a costly change order due to insufficient design details,,Level 2 Beam Pocket Sound Terminations
RFI-76,Abbott Alameda Office TI,,5402.0,4,category_specific,medium,partial,Ensure stair dimensions are verified against design specifications during preconstruction.,The RFI highlights a design discrepancy that requires attention to prevent minor rework.,,"Reference: RFI 76 - Abbott Alameda 1420 HBP - Stair 2 Slab Edge Infill Confirmation A7.0.0 Attached pictures Actual length of existing landing is 5'-11 3/4"". This will cause the stair to be shorter at the bottom if left as is, and the footings would need to be relocated to accommodate this new dimen"
RFI-1935,Southline Office,architectural,5324.0,4,category_specific,medium,partial,Ensure that all architectural details are thoroughly reviewed for consistency with submittals to avo,"The RFI highlights a design clarification needed for hook rail installation, which is important for ",,"Referenced Documents: Submittal 4942, 17, 19, &8/A9.76, 7C/A6.03 Question: Submittal 4942 response changed the extent of the hook rail adding hook rail along the radius mod bar wall up to gridline 6 (GL~4-6). The architectural drawings only show hook rail to be installed on Gridlines 6-7 per detail "
RFI-1356,Southline Office,concrete,5251.0,N/A,,,,,,,"Reference: RFI-0695, Detail 7/S5.2, A2.01S, A4.01, A9.40 Please advise on dimensions for the curbs called for in Mens Showers 116 and Womens Showers 113. Please also advise if walls continuing past curbs require a separate detail for bottom track at the transition locations (installed on curb to ins"
RFI-1659,Southline Office,architectural,5153.0,4.5,category_specific,medium,clear,Ensure that all wood elements are treated consistently with appropriate sealers as per design specif,Clarification on sealing requirements for Wood Slat Wall enhances material consistency across the pr,,"Referenced Documents: 4756 B2 Wood Slat Wall Shop Drawings, 4840 Wood Slat Wall Samples, A9.74, A10.00 Question: Per DES Submittal comments on Wood Slat Wall samples and Shop Drawings, it is requested for the Wood Slat Wall to be sealed with KP-12 Sealer (S-1) such as the Mass Timber beams and colum"
RFI-1443.1,Southline Office,architectural,5096.0,4,category_specific,medium,partial,Ensure all interior finishes are clearly specified in architectural drawings to avoid ambiguity.,Clarifications on interior wall finishes in the bike enclosure highlight the need for precise specif,,"Reference: SLP1 - RFI 1443.1 - PSD Bike Enclosure Interior Walls Paint and Finish Confirmation_R1 SLP1 - RFI 1443 - PSD Bike Enclosure Interior Walls Paint and Finish Confirmation Marked up sheets A2.01 and A4.02 Submittal 3075 Background: Per RFI 1443 response, interior walls at bike enclosure are "
RFI-1767,Southline Office,architectural,5080.0,N/A,,,,,,,"Referenced Documents: A3.01 Question: At the far west end of the servery, the wall transitions to a soffit and there is no vertical Control Joint called out between them. There appears to be some cracking due to the soffit deflection being different from the full height wall. See attached photo and "
RFI-29,Intuitive Surgical MOB,,5031.0,N/A,,,,,,,Please see attached map on of level 3 framing layout. There are MEP overhead obstructions similar to level 2. Please confirm if we are to construct a legover (RFI 005.1) around the MEP or if the wall should be moved. See attached for offset framing recommendation for small obstructions.
RFI-55.1,Abbott Alameda Office TI,,4857.0,N/A,,,,,,,"Reference: RFI 55.1 - Abbott Alameda 1420 HBP - Grease Duct Roof Framing Clarification RFI 55 - Abbott Alameda 1420 HBP - Grease Duct Framing Clarification M0.2 Detail 4 markup ASK-12 Framing details provided in RFI 55 only accounted for the grease duct shaft, it did not include any roof framing or "
RFI-1926,Southline Office,architectural,4851.0,N/A,,,,,,,"Ref: A2.01 In the Fitness Area near gridline D and 12 there is a 5"" rain water leader that is currently conflicting with the sheathing on the inside of the exterior wall. The conflict is due to the location of the storm drain stub up in the slab ended up partially in the exterior wall by ~1"". There "
RFI-1194,Southline Office,structural,4810.0,N/A,,,,,,,"Reference: SLP1 - RFI1194 - PSD CMU Wall Brackets Removal Along G5 Confirmation Background: Per conversations with GPLA/Armando, it was discovered that areas where CMU walls abuts to a perpendicular CMU Wall, L-angle supports are not needed. Question 1: Please confirm that it is acceptable to remove"
RFI-0590,Southline Office,"architectural, interior_finishes, structural, exterior_envelope",4525.0,N/A,,,,,,,"Ref: A1.02 (B1 SI-04 dated 05.19.23); Personnel II Roof Hatch Product Data; Letter from Babcock Davis See detail 10/A1.02. In order to allow future maintenance, Please confirm that it is acceptable to have a 36"" x 36"" roof hatch at the space clouded in red. According to IBC code 711.2.2, roof hatch "
RFI-0192,Southline Office,concrete,4279.0,N/A,,,,,,,"Reference: SLP1 - RFI 0192 - B1 Elevator pit rebar conflict with waterproofing clearance Q1: As discussed on SEOR site visit on 1/6/23, the rebar splices occurring at the elevator cold joint prohibit waterproofing installation requirements (Manufacturer requires 6"" clearance, 4"" is acceptable). To a"
RFI-1349.1,Southline Office,architectural,4252.0,4,category_specific,medium,partial,Establish a checklist for confirming finishes and caulking details in architectural designs.,"This RFI highlights the need for clear specifications on finishes and installation details, which ca",,"Reference: SLP1 - RFI 1349.1 - PSD Rubber Base at Storage Rooms and Paint Confirmation SLP1 - RFI 1349 - PSD Gyp. Board Paint Color at NE/NW Storage Rooms and Elevator Control Room Confirmation Sheets A2.01, A2.02, A2.03, A2.04, A2.05 Background: Per RFI 1349.1, rubber base is to get installed at al"
RFI-1690.1,Southline Office,architectural,4252.0,N/A,,,,,,,Reference: SLP1 - RFI 1690.1 - PSD Elevator Cab Flooring Clarifications_R1 SLP1 - RFI 1690 - PSD Elevator Cab Flooring and Sill Height Clarifications Page from SLP1-1269-124813 B1 Walkoff Mats and Rubber Base Product Data Page from SLP1-1258-124813 B1 Walkoff Mats and Rubber Base Samples_RR B1 Archi
RFI-1690,Southline Office,flooring,4252.0,N/A,,,,,,,Reference: SLP1 - RFI 1690 - PSD Elevator Cab Flooring and Sill Height Clarifications Pages from SLP1 - 3324 - 142100 - 3 PSD Elevators Deferred Submittal_R1 Question 1: Please confirm elevator lobby door sills to be set at lobby finish floor elevations. Question 2: Please confirm elevator cab floor
RFI-1399,Southline Office,,4107.0,N/A,,,,,,,PSD Plumbing Housekeeping Pad Structural Detail
RFI-2016,Southline Office,,4043.0,4,narrow,medium,partial,Ensure parking stall designs are reviewed for compliance with compact and visitor stall requirements,The RFI highlights a design consideration regarding parking stall classifications that could affect ,,"Reference: SLP1 - RFI 2016 - PSD Addition of Compact and Visitor Stalls Confirmation A2.01, A2.02, A2.03, A2.04, A2.05, A2.06 ACC Issue Item #5101 Background: During the punch walk of 09.26.2024, it was noticed that the newly added pipe protections were encroaching into the parking stalls. Question "
RFI-0924,Southline Office,structural,3999.0,N/A,,,,,,,"Referenced Documents: S2.1, Detail 3/S6.1, Spec Section 032000 The SOG tie in dowels placed within footings are currently bent, which will not allow for proper SOG tie in. 1) Please confirm it is acceptable to drill and epoxy bent SOG tie in dowels located within FT-1, FT-2, and FT-3 footings. 2) Pl"
RFI-0924.1,Southline Office,"concrete, structural",3999.0,N/A,,,,,,,"Attached Documents: Marked up S2.1 Question: Per marked up S2.1, the footings highlighted in yellow show which locations have rebar bent out of position - the red line shows the side of the footing with the rebar in questions (The picture included shows the rebar that was bent the most out of all th"
RFI-143,Intuitive Surgical MOB,,3978.0,N/A,,,,,,,"Reference: Level 1 RCP/A2.31 Question: No light fixture is shown in Storage Room 1074A per Level 1 RCP/A2.31. 1. Please confirm light fixture is required in Storage Room 1074A. 2. If required, please provide light fixture type and location."
RFI-1710,Southline Office,,3937.0,4,category_specific,medium,partial,Consider specifying color-matching sealants in design documents to avoid future RFIs.,The RFI highlights the importance of specifying color-matching materials in design documents.,,Josh Richardson from the City of South San Francisco has requested the use of colored sealant for the expansion joints on the Mesa Beige concrete on the corner of Huntington and South Maple. Please confirm that the City of South San Francisco would like to add a snap cap and joint sealant which can 
RFI-0898,Southline Office,"architectural, structural",3849.0,N/A,,,,,,,"Reference: SLP1 - RFI0898 - PSD Reinforcement Detail for 6"" CMU at Bike Enclosure Confirmation Post on: S2.01, S7.22, and A4.02 Metal Panel Shop Drawings (Submittal #3056) show metal panels are to be installed in the bike enclosure CMU walls. Along gridline G2, on either side of column GB/G2, there "
RFI-135,CoreSite Data Center,structural,3671.0,N/A,,,,,,,"Per the Rev. 1 ESS duct seismic design (submittal ID: 78) , the ESS duct will be supported by supports spanning between the Corridor 262 walls due to congestion above the duct limiting access for supports attached to the level 3 deck. To support the ESS duct seismic design, DPR Drywall/FWC proposes "
RFI-191,Silicon Valley Office,,3661.0,N/A,,,,,,,"Ref: Attached RFI-191 Markup Rev1; Please refer to attached document in references. Questions: GPLA: 1) Given Tractel provided information and parameters described, please confirm proposed atrium walkway on previous page and configuration on this page is structurally acceptable. 2) Please provide de"
RFI-191.1,Silicon Valley Office,,3661.0,N/A,,,,,,,"Ref: Attached RFI-191.1 Markup; Please refer to attached document in references. Original steel erection drawings located ships ladder in incorrect location and was not aligned with atrium walkway. DPR is electing to move ships ladder to be in alignment with atrium walkway. GPLA - Question 1) GPLA, "
RFI-17.1,Intuitive Surgical MOB,architectural,3634.0,N/A,,,,,,,Reference: Level 1 Floor Plan / A2.11 Detail 3 & 8 / A6.11 Question: RFI 17 response confirmed Pantry 1071 breakroom sink is to be located on north wall to avoid coring through perimeter concrete wall for plumbing routing. Pantry 1071 sink is shown on south wall in latest drawing revision. As discus
RFI-1322,Southline Office,architectural,3633.0,N/A,,,,,,,"Ref: A7.09, SLP1 - 4149-142100-2 B1 Service Elevator Fixture Shop Drawings_R2 1) Please confirm call station fixture to be installed at 42"" AFF. 2) Please confirm hall lantern should be installed above doors, centered on opening, 3"" above door frame. 3) Please confirm call button and fire service fi"
RFI-39,Intuitive Surgical MOB,architectural,3609.0,4.5,category_specific,high,clear,Ensure fire rating requirements are verified during design and before construction begins.,The RFI highlights the importance of verifying fire rating requirements in partition design.,,The partition construction for the MDF room on level 1 is shown to be increase to a 2-hr rating. An additional sheet of drywall will need to be added to each side of the partition. The additional sheet on the outside of the room will not align with the existing walls as shown on the plan drawing unl
RFI-214,Silicon Valley Office,,3558.0,N/A,,,,,,,"Ref: Attached RFI-214 Markup ""SVOP - RFI-214 GL-C Shear Wall Elevation Issues""; North end of GL-C shear wall (including North and East facing embeds) are 1'-0"" low compared to design elevation. Full elevation discrepancy is highlighted in orange. Refer to pages 2-3 for as-built elevations. QUESTIONS"
RFI-226,Silicon Valley Office,,3558.0,N/A,,,,,,,Detail 3-S4.2.1_Field Drilling (Full Pen) of GLT MT Panels at VTR
RFI-35,Abbott Alameda Office TI,,3500.0,4,category_specific,medium,partial,Ensure door and frame specifications are verified against existing conditions in future projects.,This RFI highlights the importance of verifying door specifications against existing conditions to a,,"Reference: RFI 35 - Abbott Alameda 1420 HBP - Added Wood Doors at (E) Stairs 2 Confirmation Sheet A2.1.2 During the walk after the OAC (2/4), Forge and Abbott confirmed that existing doors at top of (E) Stair #2 were to be removed and replaced with doors to match existing heights in adjacent hallway"
RFI-1766,Southline Office,,3383.0,4,category_specific,medium,partial,Implement a checklist item to verify existing underground conditions before utility installation.,The RFI reveals a significant coordination gap regarding existing sheet piles and new utility instal,,"Reference Drawing: C6.1 & C6.2 Currently there are existing sheet piles in the ground that conflicts with the Storm Drain, Sanitary Sewer, and fire water line installation. From previous encounter the top of the sheet piles are about 3' below existing pavement(at Elevation ~35.00). Top of BART struc"
RFI-80.1,Abbott Alameda Office TI,architectural,3325.0,2,narrow,low,clear,Ensure all emergency lighting requirements are clearly defined in the design documents.,This RFI clarifies the installation requirements for emergency lighting in a specific stairwell.,,"Reference: RFI 80.1 - Abbott Alameda 1420 HBP - Added EM Power at L2 Light Fixture in Stair 2 Clarification RFI 80 - Abbott Alameda 1420 HBP - Stair 2 EM Light Fixture Change Confirmation Per the attached email conversation between Forge, MHC, and DPR, please confirm if DPR is to provide EM (battery"
RFI-168.1,CoreSite Data Center,structural_steel,3290.0,N/A,,,,,,,RFI 168 submitted prior to issuance of phase 3 chiller XFMR support steel delegated design by Systecon. See referenced attachment for chiller XFMR support steel delegated design for requested connection detail reference. 1/AB1 from the XFMR platform steel shop drawings provides a detail for the MCP 
